2,../data/output_file.csv,63,1,1,int64,int64,dataset_number,survey_year,pearson,,,0.0022048950195312,Survey Metadata,Survey Metadata
2,../data/output_file.csv,63,1,1,int64,int64,dataset_number,survey_year,spearman,,,0.000162124633789,Survey Metadata,Survey Metadata
2,../data/output_file.csv,63,1,1,int64,int64,dataset_number,survey_year,theilsu,1.0,1.0,0.0015091896057128,Survey Metadata,Survey Metadata
2,../data/output_file.csv,63,63,1,float64,int64,household_serial_number,survey_year,pearson,,,2.574920654296875e-05,Survey Metadata,Survey Metadata
2,../data/output_file.csv,63,63,1,float64,int64,household_serial_number,survey_year,spearman,,,2.09808349609375e-05,Survey Metadata,Survey Metadata
2,../data/output_file.csv,63,63,1,float64,int64,household_serial_number,survey_year,theilsu,0.0,1.0,0.0009059906005859,Survey Metadata,Survey Metadata
2,../data/output_file.csv,63,63,1,float64,int64,household_serial_number,dataset_number,pearson,,,1.5974044799804688e-05,Survey Metadata,Survey Metadata
2,../data/output_file.csv,63,63,1,float64,int64,household_serial_number,dataset_number,spearman,,,1.5974044799804688e-05,Survey Metadata,Survey Metadata
2,../data/output_file.csv,63,63,1,float64,int64,household_serial_number,dataset_number,theilsu,0.0,1.0,0.0001218318939208,Survey Metadata,Survey Metadata
2,../data/output_file.csv,63,56,1,float64,int64,household_weight,survey_year,pearson,,,1.4066696166992188e-05,Household,Survey Metadata
2,../data/output_file.csv,63,56,1,float64,int64,household_weight,survey_year,spearman,,,1.5974044799804688e-05,Household,Survey Metadata
2,../data/output_file.csv,63,56,1,float64,int64,household_weight,survey_year,theilsu,0.0,1.0,0.0001568794250488,Household,Survey Metadata
2,../data/output_file.csv,63,56,1,float64,int64,household_weight,dataset_number,pearson,,,1.2159347534179688e-05,Household,Survey Metadata
2,../data/output_file.csv,63,56,1,float64,int64,household_weight,dataset_number,spearman,,,1.4066696166992188e-05,Household,Survey Metadata
2,../data/output_file.csv,63,56,1,float64,int64,household_weight,dataset_number,theilsu,0.0,1.0,0.0001161098480224,Household,Survey Metadata
2,../data/output_file.csv,63,56,63,float64,float64,household_weight,household_serial_number,pearson,0.1755641762694359,0.168725920577515,0.0039458274841308,Household,Survey Metadata
2,../data/output_file.csv,63,56,63,float64,float64,household_weight,household_serial_number,spearman,0.1349719763287482,0.2915674130237772,0.0018870830535888,Household,Survey Metadata
2,../data/output_file.csv,63,56,63,float64,float64,household_weight,household_serial_number,theilsu,1.0,0.962822182486628,0.0001280307769775,Household,Survey Metadata
2,../data/output_file.csv,63,9,1,object,int64,us_census_region,survey_year,theilsu,0.0,1.0,0.0001759529113769,Household,Survey Metadata
2,../data/output_file.csv,63,9,1,object,int64,us_census_region,dataset_number,theilsu,0.0,1.0,0.0001411437988281,Household,Survey Metadata
2,../data/output_file.csv,63,9,63,object,float64,us_census_region,household_serial_number,theilsu,1.0,0.4844214677087257,0.000157356262207,Household,Survey Metadata
2,../data/output_file.csv,63,9,56,object,float64,us_census_region,household_weight,theilsu,0.9342169931558268,0.4700294355643007,0.0001542568206787,Household,Household
2,../data/output_file.csv,63,5,1,object,int64,metropolitan_status,survey_year,theilsu,1.7507815918960466e-16,1.0,0.0001680850982666,Household,Survey Metadata
2,../data/output_file.csv,63,5,1,object,int64,metropolitan_status,dataset_number,theilsu,1.7507815918960466e-16,1.0,0.0001521110534667,Household,Survey Metadata
2,../data/output_file.csv,63,5,63,object,float64,metropolitan_status,household_serial_number,theilsu,1.0,0.3061111844985113,0.0001661777496337,Household,Survey Metadata
2,../data/output_file.csv,63,5,56,object,float64,metropolitan_status,household_weight,theilsu,0.9305988535332276,0.295866383772238,0.0001657009124755,Household,Household
2,../data/output_file.csv,63,5,9,object,object,metropolitan_status,us_census_region,theilsu,0.2484926284348263,0.1570251896331528,0.0002508163452148,Household,Household
2,../data/output_file.csv,63,1,1,object,int64,group_quarters_status,survey_year,theilsu,1.0,1.0,0.000148057937622,Household,Survey Metadata
2,../data/output_file.csv,63,1,1,object,int64,group_quarters_status,dataset_number,theilsu,1.0,1.0,0.0001370906829833,Household,Survey Metadata
2,../data/output_file.csv,63,1,63,object,float64,group_quarters_status,household_serial_number,theilsu,1.0,0.0,0.0001721382141113,Household,Survey Metadata
2,../data/output_file.csv,63,1,56,object,float64,group_quarters_status,household_weight,theilsu,1.0,0.0,0.0001640319824218,Household,Household
2,../data/output_file.csv,63,1,9,object,object,group_quarters_status,us_census_region,theilsu,1.0,0.0,0.000216007232666,Household,Household
2,../data/output_file.csv,63,1,5,object,object,group_quarters_status,metropolitan_status,theilsu,1.0,1.7507815918960466e-16,0.0002298355102539,Household,Household
2,../data/output_file.csv,63,4,1,int64,int64,person_number_within_household,survey_year,pearson,,,1.71661376953125e-05,Survey Metadata,Survey Metadata
2,../data/output_file.csv,63,4,1,int64,int64,person_number_within_household,survey_year,spearman,,,1.621246337890625e-05,Survey Metadata,Survey Metadata
2,../data/output_file.csv,63,4,1,int64,int64,person_number_within_household,survey_year,theilsu,0.0,1.0,9.202957153320312e-05,Survey Metadata,Survey Metadata
2,../data/output_file.csv,63,4,1,int64,int64,person_number_within_household,dataset_number,pearson,,,1.9073486328125e-05,Survey Metadata,Survey Metadata
2,../data/output_file.csv,63,4,1,int64,int64,person_number_within_household,dataset_number,spearman,,,1.811981201171875e-05,Survey Metadata,Survey Metadata
2,../data/output_file.csv,63,4,1,int64,int64,person_number_within_household,dataset_number,theilsu,0.0,1.0,8.392333984375e-05,Survey Metadata,Survey Metadata
